text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
She should've retired a long time ago. (She constantly says such outright lies!   I can't stand the sight of her or Maxine Waters (who also says a lot of stupid stuff).  We need to clean house.  All the 15 to 30 year Congress people need to get out!!!,1,C_self_consistency,TOXIC,1.0,other,0.942,1.0,Majority vote with agreement=1.00.,13563.44747543335,12.653466400315576,True,5,"[' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.95,""short_rationale"":""Aggressive and hateful language targeting an individual and expressing strong disapproval.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.95,""short_rationale"":""Aggressive and hateful language targeting an individual and group.""}', '\n{""label"":""TOXIC"",""category"":""hate"",""confidence"":0.95,""short_rationale"":""Aggressive and hateful language targeting an individual and group.""}', ' {""label"":""TOXIC"",""category"":""hate"",""c"
Pruitt should try scuba diving on a tank of co2.,1,C_self_consistency,NON_TOXIC,0.0,none,0.982,0.0,Majority vote with agreement=1.00.,13342.64349937439,13.173327724942112,True,5,"['\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without abuse. Promoting safe and enjoyable activities is encouraged.""}\n```', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal interest in activity with no disrespect or hostility.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Offer of harmless activity suggestion with positive connotation.""}', ' {""label"":""NON_TOXIC"",""c"
Rosemarie Tucker what would we learn from another intelligent life-form? Maybe we would learn why there are so few of us in the universe? Why it is so likely that intelligent life forms might destroy their own planet.,0,C_self_consistency,NON_TOXIC,0.0,none,0.99,0.0,Majority vote with agreement=1.00.,16984.692335128784,13.546809099374546,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Thought-provoking question without insult or negativity.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Thoughtful question exploring philosophical inquiry.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Thought-provoking question without insult or negativity.""}', '\n```\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":"""
"Deceiving. All the anorexic bulemic women I know ALWAYS have a glass of white wine in their hand. They talk about food. They claim to overindulge when they have a cracker. BUT in reality, nothing passes through those artificially injected lips into that tummy tucked body, but alcohol. On the other hand, most of the men I know who drink, also eat.",1,C_self_consistency,NON_TOXIC,0.0,none,0.9433333333333334,0.4,Majority vote with agreement=0.60.,14463.913917541504,12.861020328537254,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Normal observation based on gender stereotypes and limited sample size.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.82,""short_rationale"":""Aggressive and accusatory tone, potential for victim blaming and justifying harmful stereotypes about women.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Rational personal observation about gender roles and body image.""}', '\n{""labe"
"making them citizens of this great country is a ""darkly uncertain future""? Just silliness!",1,C_self_consistency,NON_TOXIC,0.0,none,0.968,0.0,Majority vote with agreement=1.00.,13580.622911453247,12.87592275963505,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or toxicity.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Balanced and informative response acknowledging uncertainty while avoiding negativity.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Balanced and informative statement expressing uncertainty.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0."
De Tocqueville was a classic liberal.  Your quote is not from DeTocqueville. Feel free to quit copying from right wing nut websites.,0,C_self_consistency,NON_TOXIC,0.0,none,0.97,0.0,Majority vote with agreement=1.00.,13980.132341384888,12.765394690634766,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Informative response that does not abuse or insult.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""This statement does not contain any toxic language, aligns with liberal values, and maintains a respectful tone.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Critique of political ideology without personal attack.""}', '\n{""label"":""NON_TOXIC"",""categ"
What you call lecturing I say is pointing out hypocrisy.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9325,0.0,Majority vote with agreement=0.80.,12645.200967788696,12.983042267403453,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement with emphasis on differing approaches.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Balanced critique of an activity.""}', '\n{""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.0,""short_rationale"":""The comment expresses disagreement without resorting to insults or threats.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.87,""short_rationale"":""Norma"
Nonsense.  Pence isn't looking at running 2020.  Rather he is preparing to be appointed POTUS in 2018 when Trump's Singularity of Stupid finally implodes.,1,C_self_consistency,NON_TOXIC,0.0,none,0.9540000000000001,0.0,Majority vote with agreement=1.00.,13029.984712600708,12.43215861005021,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement without insult or toxicity.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with factual basis.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Normal disagreement with factual basis.""}', ' \n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement with factual basis.""}',"
"These are the terrorist of the modern world, nothing else.",1,C_self_consistency,DEFER,,other,0.0,0.0,Low confidence NON_TOXIC self-consistency decision.,12830.36494255066,12.836263336689735,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.97,""short_rationale"":""No evidence of toxicity or threat.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.78,""short_rationale"":""Direct generalization with subjective opinion.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Generalization lacks evidence and perpetuates harmful stereotypes.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Political hyperbole with n"
"""Man hasn't an influence on her."" 

There it is folks, the stupidest thing you'll ever read. The inanity, the ignorance, the arrogance, all of it. 

Literally, the stupidest thing a person could ever say is that we don't have any influence over our environment. Let me come spill some mercury on your *expletive removed* yard. I wish I could curse in this post.",1,C_self_consistency,TOXIC,1.0,other,0.932,1.0,Majority vote with agreement=1.00.,13281.175374984741,11.996014270939527,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Direct personal attack and threat of harm.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.96,""short_rationale"":""Aggressive and insulting tone, potential to escalate.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and condescending tone, accusing others of lacking influence.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Personal atta"
Finally. Glad it ended without more violence.,0,C_self_consistency,NON_TOXIC,0.0,none,0.992,0.0,Majority vote with agreement=1.00.,12581.146240234375,12.944235554987781,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive sentiment expressed after a difficult situation.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Acknowledgement of situation ending amicably.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Acknowledgement of positive outcome with minimal hostility.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Acknowledge"
"Coos, Umpqua and Siuslaw tribes are nothing but yellow bellied, cry baby, money hogging, cowering, bumbling fools. 

If the tribes had a brain to begin with, they could take this opportunity to forgive and help educate the younger generation about Native American and their history. With this, there is no saving face, because to me, it's an embarrassment to even call myself a native American. It just shows the world how bitter and nasty they are.

The tribes have forgotten, forgiveness is the key to the future.",1,C_self_consistency,TOXIC,1.0,other,0.85,0.8,Majority vote with agreement=0.80.,16246.72532081604,12.839506908189776,True,5,"[' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Explicitly hateful language and generalizations about an entire group of people.""}', '\n{""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Explicitly negative stereotypes, generalizations, and insults towards a group of people based on their ethnicity.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Explicitly hateful language and generalizations about a protected grou"
"Why is our media and the useful idiots so enamoured with a profession of pretenders who are paid a fortune to actually lie professionally convincing the audience they are who they pretend to be.  To top it off they are the most drug addicted, most degenerate, most perverted 'profession' I can name.  The only way to shut up these clowns is boycott their product.  Nothing else seems to work.  Personally I watch political shows now solely to see who their advertisers are so I know which businesses to boycott.",1,C_self_consistency,TOXIC,1.0,other,0.9466666666666667,0.6,Majority vote with agreement=0.60.,16247.89309501648,12.210618964278757,False,5,"[' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Critique of media portrayal of professionals.""}\n\n**Note:** Confidence values are estimated and might vary depending on the context and specific insult.', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.75,""short_rationale"":""Critique of profession, disdain of individuals, and suggestion of boycotts.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Critique of media and professi"
